userId,document_id,operation,timestamp,createdAt,Pak_time,date,description,detail,expenseModel_createdAt,expenseModel_image,expenseModel_selectionType,expenseModel_whoPaid,expenseModel_isAmountPaid,expenseModel_typeOfExpense,expenseModel_founderName,expenseModel_expenseDescription,expenseModel_vendorName,expenseModel_updatedAt,expenseModel_vendorId,nextSchedule,recurringFrequency,recurringTransaction,vatAmount,vatApplied,vatPaymentHistory,id,image,key,revenueModel_createdAt,revenueModel_customerId,revenueModel_customerName,revenueModel_description,revenueModel_directExpense_commissionCharges,revenueModel_directExpense_deliveryCharges,revenueModel_directExpense_materialCharges,revenueModel_directExpense_otherCharges,revenueModel_directExpense_discountValue,revenueModel_directExpense_discounts,revenueModel_founderName,revenueModel_hasInvoice,revenueModel_image,revenueModel_invoiceNum,revenueModel_isAmountPaid,revenueModel_orderReceived,revenueModel_productName,revenueModel_quantity,revenueModel_revenueRepeatCustomers,revenueModel_selectionType,revenueModel_updatedAt,revenueModel_whoPaid,savedTransaction,selectionType,type,updatedAt,value,document_id2,deletedPartialPayments_accountId,deletedPartialPayments_amount,deletedPartialPayments_date,deletedPartialPayments_whoPaid,deletedPartialPayments_updatesLogs_accountId,deletedPartialPayments_updatesLogs_amount,deletedPartialPayments_updatesLogs_date,deletedPartialPayments_updatesLogs_userId,deletedPartialPayments_updatesLogs_whoPaid,document_id3,paymentHistory_accountId,paymentHistory_amount,paymentHistory_date,paymentHistory_whoPaid,paymentHistory_updatesLogs_accountId,paymentHistory_updatesLogs_amount,paymentHistory_updatesLogs_date,paymentHistory_updatesLogs_userId,paymentHistory_updatesLogs_whoPaid,document_id4,revenueModel_productsList_active,revenueModel_productsList_directExpense_commissionCharges,revenueModel_productsList_directExpense_deliveryCharges,revenueModel_productsList_directExpense_materialCharges,revenueModel_productsList_directExpense_otherCharges,revenueModel_productsList_id,revenueModel_productsList_multiple,revenueModel_productsList_productName,revenueModel_productsList_quantity,revenueModel_productsList_revenueOrder
rK7M7qPDLpRZnyj396qAeMAZ1nv1,VFhcW3OCcaHOloroeAEX,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 09:46:39.468000 UTC,2024-04-23T14:46:39.468000,1667106000000,51,,,,Manual,Company Account,No,Utilities & Internet,,51,Superior Supplies LLC,,k3MbUbs0kK3dgoxCWvDS,,,,4453.45,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865599468,84615.55,VFhcW3OCcaHOloroeAEX,,,,,,,,,,VFhcW3OCcaHOloroeAEX,,,,,,,,,,VFhcW3OCcaHOloroeAEX,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,isZLvSTzwoQ80IEKPfRU,IMPORT,2024-04-24 12:36:19.731000 UTC,2024-04-23 09:57:55.448000 UTC,2024-04-23T14:57:55.448000,1642568400000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,cFilN7y04A32AnMF1Jp7,Ali,Sale,2443,1539,22435,949,0,0,,false,,174,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866275448,97327,isZLvSTzwoQ80IEKPfRU,,,,,,,,,,isZLvSTzwoQ80IEKPfRU,,,,,,,,,,isZLvSTzwoQ80IEKPfRU,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,qJI3u89B2tdKW8WfhbkW,IMPORT,2024-04-24 12:36:19.733000 UTC,2024-04-23 10:06:58.848000 UTC,2024-04-23T15:06:58.848000,1700974800000,264,,,,Manual,Company Account,No,Subscriptions,,264,ProSource Industries,,Gqz0dbuYaaMaMQzbiz0k,,,,3481.2000000000003,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866818848,66142.8,qJI3u89B2tdKW8WfhbkW,,,,,,,,,,qJI3u89B2tdKW8WfhbkW,,,,,,,,,,qJI3u89B2tdKW8WfhbkW,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,tV7KT2hCpUPpySuUm3Rs,IMPORT,2024-04-24 12:36:21.700000 UTC,2024-04-23 10:14:34.935000 UTC,2024-04-23T15:14:34.935000,1709010000000,340,,,,Manual,Company Account,No,Fixed Asset,,340,Reliable Suppliers Inc,,drVUxsv96OG1Cu4BrsjO,,,,1298.3000000000002,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867274935,24667.7,tV7KT2hCpUPpySuUm3Rs,,,,,,,,,,tV7KT2hCpUPpySuUm3Rs,,,,,,,,,,tV7KT2hCpUPpySuUm3Rs,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,wVhGoSYhuxcZ10MnZuBr,IMPORT,2024-04-24 12:36:23.670000 UTC,2024-04-23 10:28:56.545000 UTC,2024-04-23T15:28:56.545000,1639285200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,1592,1088,17571,1063,0,0,,false,,548,Yes,42,,,9,Manual,,Company Account,,Manual,REVENUE,1713868136545,75301,wVhGoSYhuxcZ10MnZuBr,,,,,,,,,,wVhGoSYhuxcZ10MnZuBr,,72288.96,1639285200000,Company Account,,,,,,wVhGoSYhuxcZ10MnZuBr,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,yFEvMASyFQrCe3w2OKxh,IMPORT,2024-04-24 12:36:23.671000 UTC,2024-04-23 10:02:16.904000 UTC,2024-04-23T15:02:16.904000,1580101200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,VKHd83ACDKohAexvr8pE,Hassan,Sale,3862,1622,16919,601,0,0,,false,,218,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866536904,82025,yFEvMASyFQrCe3w2OKxh,,,,,,,,,,yFEvMASyFQrCe3w2OKxh,,,,,,,,,,yFEvMASyFQrCe3w2OKxh,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,yoc4xyyy8tGUaLdcWGlT,IMPORT,2024-04-24 12:36:25.790000 UTC,2024-04-23 09:46:11.221000 UTC,2024-04-23T14:46:11.221000,1666587600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,OlZVPgUwTh4ymczxrhMi,Ibrahim,Income,7908,2849,39740,4024,0,0,,false,,51,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865571221,193258,yoc4xyyy8tGUaLdcWGlT,,,,,,,,,,yoc4xyyy8tGUaLdcWGlT,,,,,,,,,,yoc4xyyy8tGUaLdcWGlT,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,zoEeSytiAVKvgVBaB4r2,IMPORT,2024-04-24 12:36:25.790000 UTC,2024-04-23 09:41:23.542000 UTC,2024-04-23T14:41:23.542000,1611896400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,jYqlxyye1K6FK7PCU4PE,Muhammad,Income,4143,3207,45610,1446,0,0,,false,,1,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865283542,197844,zoEeSytiAVKvgVBaB4r2,,,,,,,,,,zoEeSytiAVKvgVBaB4r2,,,,,,,,,,zoEeSytiAVKvgVBaB4r2,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,1FpfOoia00bdYq6H4Bhs,IMPORT,2024-04-24 12:36:05.409000 UTC,2024-04-23 10:28:31.979000 UTC,2024-04-23T15:28:31.979000,1609131600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,3759,3331,42756,2939,0,0,,false,,543,Yes,131,,,28,Manual,,Company Account,,Manual,REVENUE,1713868111979,169578,1FpfOoia00bdYq6H4Bhs,,,,,,,,,,1FpfOoia00bdYq6H4Bhs,,152620.2,1609131600000,Company Account,,,,,,1FpfOoia00bdYq6H4Bhs,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,HzL0uq3MmyEWBm9itVKN,IMPORT,2024-04-24 12:36:11.419000 UTC,2024-04-23 10:00:36.578000 UTC,2024-04-23T15:00:36.578000,1616734800000,Income,,,,,,,,,,,,,,,,0,false,,,,,,55vY96iBy9xtt7woCHsd,Yusuf,Income,2509,1138,18066,1590,0,0,,false,,201,Partial,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866436578,69343,HzL0uq3MmyEWBm9itVKN,,,,,,,,,,HzL0uq3MmyEWBm9itVKN,,31996.65,1616734800000,Company Account,,,,,,HzL0uq3MmyEWBm9itVKN,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,RU1h2zNOZjZHF2HoTdun,IMPORT,2024-04-24 12:36:17.311000 UTC,2024-04-23 10:22:35.591000 UTC,2024-04-23T15:22:35.591000,1679115600000,419,,,,Manual,Company Account,No,Utilities & Internet,,419,United Suppliers Corporation,,kTv1oPiuu2OzF6f5ojBK,,,,2760.15,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867755591,52442.85,RU1h2zNOZjZHF2HoTdun,,,,,,,,,,RU1h2zNOZjZHF2HoTdun,,,,,,,,,,RU1h2zNOZjZHF2HoTdun,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,VWGwRsZNjMvFNlmtePix,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 10:08:22.304000 UTC,2024-04-23T15:08:22.304000,1614747600000,Instagram,,,,Manual,Company Account,No,Marketing & Business Development,,Instagram,Prime Sourcing Solutions,,ogsPYTZ6CKZg1Bhff3tl,,,,2500.7000000000003,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866902304,47513.3,VWGwRsZNjMvFNlmtePix,,,,,,,,,,VWGwRsZNjMvFNlmtePix,,,,,,,,,,VWGwRsZNjMvFNlmtePix,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,W2EBnnxAeaCfg5tfOlHF,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 09:47:14.005000 UTC,2024-04-23T14:47:14.005000,1713157200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,xqXfUf8GFgglORBsyhlt,Sarah,Sale,4032,1349,26058,2450,0,0,,false,,62,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865634005,90235,W2EBnnxAeaCfg5tfOlHF,,,,,,,,,,W2EBnnxAeaCfg5tfOlHF,,,,,,,,,,W2EBnnxAeaCfg5tfOlHF,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,X2psUvmu9ovxBBnS51uv,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 10:06:23.952000 UTC,2024-04-23T15:06:23.952000,1613624400000,258,,,,Manual,Company Account,No,Payroll,,258,Star Wholesale,,ZhCQtGJ97ZeDxUsv623Z,,,,853.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866783952,16211.75,X2psUvmu9ovxBBnS51uv,,,,,,,,,,X2psUvmu9ovxBBnS51uv,,,,,,,,,,X2psUvmu9ovxBBnS51uv,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,bRPDvBCerZMJIWCdfs0h,IMPORT,2024-04-24 12:36:19.729000 UTC,2024-04-23 09:59:25.388000 UTC,2024-04-23T14:59:25.388000,1709355600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,fAM4ciIkPXMHZwcq3buj,Sumaya,Income,5032,2524,37748,2717,0,0,,false,,189,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866365388,131002,bRPDvBCerZMJIWCdfs0h,,,,,,,,,,bRPDvBCerZMJIWCdfs0h,,,,,,,,,,bRPDvBCerZMJIWCdfs0h,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,mPplxqLyHuAJU2t0nh09,IMPORT,2024-04-24 12:36:19.732000 UTC,2024-04-23 10:11:47.787000 UTC,2024-04-23T15:11:47.787000,1612328400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,4281,2211,36418,1793,0,0,,false,,317,Partial,144,,,30,Manual,,Company Account,,Manual,REVENUE,1713867107787,136710,mPplxqLyHuAJU2t0nh09,,,,,,,,,,mPplxqLyHuAJU2t0nh09,,29755.95,1612328400000,Company Account,,,,,,mPplxqLyHuAJU2t0nh09,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,tR8iXD1dXf9cmgay3YI6,IMPORT,2024-04-24 12:36:21.700000 UTC,2024-04-23 09:45:20.492000 UTC,2024-04-23T14:45:20.492000,1595221200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H9qXQrfTymzO8JY3xth1,Aisha,Sale,6392,1901,47213,4704,0,0,,false,,42,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865520492,164679,tR8iXD1dXf9cmgay3YI6,,,,,,,,,,tR8iXD1dXf9cmgay3YI6,,,,,,,,,,tR8iXD1dXf9cmgay3YI6,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,tiPNJKVuIKTDfjDYYm3I,IMPORT,2024-04-24 12:36:21.700000 UTC,2024-04-23 10:04:50.906000 UTC,2024-04-23T15:04:50.906000,1650085200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,Safiya,Sale,1252,838,15163,883,0,0,,false,,244,Partial,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866690906,70391,tiPNJKVuIKTDfjDYYm3I,,,,,,,,,,tiPNJKVuIKTDfjDYYm3I,,31797.15,1650085200000,Company Account,,,,,,tiPNJKVuIKTDfjDYYm3I,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,2EFYTOKoUsmKsXkzZzAA,IMPORT,2024-04-24 12:36:05.410000 UTC,2024-04-23 10:03:16.217000 UTC,2024-04-23T15:03:16.217000,1640062800000,226,,,,Manual,Company Account,No,Payroll,,226,Infinite Imports,,53nbGTcnsdc8LDiDWTI7,,,,4935,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866596217,93765,2EFYTOKoUsmKsXkzZzAA,,,,,,,,,,2EFYTOKoUsmKsXkzZzAA,,,,,,,,,,2EFYTOKoUsmKsXkzZzAA,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,3D1U2yKDWu9nmL1TagP6,IMPORT,2024-04-24 12:36:07.219000 UTC,2024-04-23 10:09:50.397000 UTC,2024-04-23T15:09:50.397000,1638334800000,Income,,,,,,,,,,,,,,,,0,false,,,,,,qYxvbhyyY4gwKOoT4Grv,Khadijah,Income,3799,2053,39907,4346,0,0,,false,,293,Partial,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866990397,179434,3D1U2yKDWu9nmL1TagP6,,,,,,,,,,3D1U2yKDWu9nmL1TagP6,,22247.4,1638334800000,Company Account,,,,,,3D1U2yKDWu9nmL1TagP6,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,ITO0nwlatH9ALbMZWr2c,IMPORT,2024-04-24 12:36:11.419000 UTC,2024-04-23 10:22:45.442000 UTC,2024-04-23T15:22:45.442000,1628053200000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,2067,1258,19174,1523,0,0,,false,,467,No,14,,,3,Manual,,Company Account,,Manual,REVENUE,1713867765442,69832,ITO0nwlatH9ALbMZWr2c,,,,,,,,,,ITO0nwlatH9ALbMZWr2c,,,,,,,,,,ITO0nwlatH9ALbMZWr2c,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,KdIPx5z9CoXN6Esfy8qa,IMPORT,2024-04-24 12:36:13.434000 UTC,2024-04-23 10:14:58.926000 UTC,2024-04-23T15:14:58.926000,1634101200000,344,,,,Manual,Company Account,No,Subscriptions,,344,Quality Products Ltd,,OYmmWUa9xfJEM4BYlZKt,,,,255.4,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867298926,4852.6,KdIPx5z9CoXN6Esfy8qa,,,,,,,,,,KdIPx5z9CoXN6Esfy8qa,,,,,,,,,,KdIPx5z9CoXN6Esfy8qa,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,YN6fvO09ZpBkPeU56j3u,IMPORT,2024-04-24 12:36:17.313000 UTC,2024-04-23 10:22:05.414000 UTC,2024-04-23T15:22:05.414000,1703739600000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,8705,1983,53661,5029,0,0,,false,,458,No,142,,,30,Manual,,Company Account,,Manual,REVENUE,1713867725414,190585,YN6fvO09ZpBkPeU56j3u,,,,,,,,,,YN6fvO09ZpBkPeU56j3u,,,,,,,,,,YN6fvO09ZpBkPeU56j3u,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,aSWbXT1yIRt5AUxkVM7W,IMPORT,2024-04-24 12:36:19.728000 UTC,2024-04-23 10:22:18.918000 UTC,2024-04-23T15:22:18.918000,1694581200000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,3642,1010,17853,775,0,0,,false,,461,No,47,,,10,Manual,,Company Account,,Manual,REVENUE,1713867738918,78295,aSWbXT1yIRt5AUxkVM7W,,,,,,,,,,aSWbXT1yIRt5AUxkVM7W,,,,,,,,,,aSWbXT1yIRt5AUxkVM7W,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,fMGQrrrg0MvbgExKopdl,IMPORT,2024-04-24 12:36:19.730000 UTC,2024-04-23 10:28:41.784000 UTC,2024-04-23T15:28:41.784000,1582520400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,2630,2324,39794,1272,0,0,,false,,545,Yes,131,,,28,Manual,,Company Account,,Manual,REVENUE,1713868121784,153194,fMGQrrrg0MvbgExKopdl,,,,,,,,,,fMGQrrrg0MvbgExKopdl,,137874.6,1582520400000,Company Account,,,,,,fMGQrrrg0MvbgExKopdl,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,giWXclHwFq8s8GzzOzxq,IMPORT,2024-04-24 12:36:19.730000 UTC,2024-04-23 09:41:58.735000 UTC,2024-04-23T14:41:58.735000,1628744400000,2,,,,Manual,Company Account,No,Payroll,,2,XYZ Enterprises,,Iv2xxVMultM1onblb5Af,,,,3862.7000000000003,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865318735,73391.3,giWXclHwFq8s8GzzOzxq,,,,,,,,,,giWXclHwFq8s8GzzOzxq,,,,,,,,,,giWXclHwFq8s8GzzOzxq,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,k10NBIV4oYPGwbufG3tz,IMPORT,2024-04-24 12:36:19.731000 UTC,2024-04-23 10:14:11.791000 UTC,2024-04-23T15:14:11.791000,1605502800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,2837,1025,11759,626,0,0,,false,,350,No,135,,,28,Manual,,Company Account,,Manual,REVENUE,1713867251791,58011,k10NBIV4oYPGwbufG3tz,,,,,,,,,,k10NBIV4oYPGwbufG3tz,,,,,,,,,,k10NBIV4oYPGwbufG3tz,,,,,,,,,,
